person1 (on DL card),person2 (on camera images),person1 == person2 [actual],person1 == person2 [predicted]
Leon_Barmore,Yusaku_Miyazato,False,False
Leonard_Schrank,Marie_Haghal,False,False
Leonard_Schrank,Rick_Rickert,False,True
Linda_Franklin,Melissa_Joan_Hart,False,True
Lindsay_Davenport,Martin_Burnham,False,False
Lindsay_Davenport,Oxana_Fedorova,False,False
Lionel_Chalmers,Mohammad_Fares,False,False
Lisa_Ling,Mike_Maroth,False,False
Lucy_Liu,Prince_William,False,True
Maria_Luisa_Mendonca,Stephane_Delajoux,False,False
Maria_Luisa_Mendonca,Terunobu_Maeda,False,False
Maria_Shkolnikova,Martin_Rodriguez,False,False
Mariana_Ohata,Xavier_Malisse,False,False
Mario_Kreutzberger,Shavon_Earp,False,False
Mario_Kreutzberger,Raul_Cubas,False,False
Maritza_Macias_Furano,Qusai_Hussein,False,False
Mark_Butcher,Scott_Hoch,False,False
Mark_Sisk,Mehdi_Baala,False,False
Mark_Sisk,Stephen_Swindal,False,False
Masao_Azuma,Mikhail_Kalashnikov,False,False
McGuire_Gibson,Richard_Haass,False,False
Mehdi_Baala,Steve_Avery,False,False
Melissa_Joan_Hart,Mikhail_Kalashnikov,False,False
Melissa_Joan_Hart,Sue_Grafton,False,False
Michael_Brandon,Toshimitsu_Motegi,False,False
Michael_Shelby,Olene_Walker,False,False
Michel_Kratochvil,Sheldon_Silver,False,True
Mike_Eskew,Zarai_Toledo,False,False
Mike_OConnell,Roberto_Lavagna,False,False
Mike_Sherman,Natalie_Maines,False,False
Mike_Sherman,Paige_Fitzgerald,False,False
Milt_Heflin,Pier_Ferdinando_Casini,False,False
Nicholoas_DiMarzio,Richard_Parsons,False,False
Nikki_McKibbin,Stephen_Swindal,False,False
Nikki_McKibbin,Steven_Tyler,False,False
Osama_Al_Baz,Patricia_Wartusch,False,False
Osama_Al_Baz,Sandra_Day_OConner,False,True
Patricia_Phillips,Thierry_Falise,False,False
Paula_Locke,Teri_Files,False,False
Peter_Bacanovic,Robert_Korzeniowski,False,True
Pier_Ferdinando_Casini,Ratna_Sari_Dewi_Sukarno,False,False
Priscilla_Presley,Raul_Rivero,False,False
Raaf_Schefter,Rick_Dinse,False,True
Richard_Sterner,Steven_Spielberg,False,False
Rick_Dinse,Shavon_Earp,False,False
Roberto_Lavagna,Sandra_Bullock,False,False
Rod_Stewart,Steffi_Graf,False,False
Rodolfo_Abalos,Thierry_Falise,False,True
Roman_Tam,Zalmay_Khalilzad,False,True
Scott_Hoch,Thomas_Stewart,False,False
Seymour_Cassell,Todd_Haynes,False,False
Shaun_Rusling,Vincent_Sombrotto,False,False
Sheldon_Silver,Xavier_Malisse,False,False
Stephane_Delajoux,Tristan_Gretzky,False,False
Takahiro_Mori,Tony_Blair,False,True
Thierry_Falise,Werner_Schlager,False,True
Aaron_Sorkin,Aaron_Sorkin,True,True
Abdullah,Abdullah,True,True
Abdullah,Abdullah,True,True
Abdullah,Abdullah,True,True
Abdullah,Abdullah,True,True
Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti,True,True
Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti,True,True
Alan_Ball,Alan_Ball,True,True
Albert_Costa,Albert_Costa,True,True
Albert_Costa,Albert_Costa,True,True
Ali_Khamenei,Ali_Khamenei,True,True
Ali_Khamenei,Ali_Khamenei,True,True
Amelia_Vega,Amelia_Vega,True,True
Amelia_Vega,Amelia_Vega,True,True
Amelia_Vega,Amelia_Vega,True,True
Antonio_Banderas,Antonio_Banderas,True,True
Antonio_Banderas,Antonio_Banderas,True,True
Antonio_Banderas,Antonio_Banderas,True,True
Arye_Mekel,Arye_Mekel,True,True
Azra_Akin,Azra_Akin,True,True
Azra_Akin,Azra_Akin,True,True
Bernard_Landry,Bernard_Landry,True,True
Bernard_Landry,Bernard_Landry,True,True
Bernard_Landry,Bernard_Landry,True,True
Biljana_Plavsic,Biljana_Plavsic,True,True
Biljana_Plavsic,Biljana_Plavsic,True,True
Biljana_Plavsic,Biljana_Plavsic,True,True
Bob_Hope,Bob_Hope,True,False
Bob_Hope,Bob_Hope,True,False
Bob_Hope,Bob_Hope,True,False
Bob_Hope,Bob_Hope,True,False
Bridget_Fonda,Bridget_Fonda,True,True
Bridget_Fonda,Bridget_Fonda,True,True
Carlos_Ruiz,Carlos_Ruiz,True,False
Carlos_Ruiz,Carlos_Ruiz,True,True
Carly_Fiorina,Carly_Fiorina,True,True
Carly_Fiorina,Carly_Fiorina,True,True
Cherie_Blair,Cherie_Blair,True,True
Cherie_Blair,Cherie_Blair,True,True
Cherie_Blair,Cherie_Blair,True,True
Cherie_Blair,Cherie_Blair,True,True
Chuck_Yeager,Chuck_Yeager,True,False
Chung_Mong-joon,Chung_Mong-joon,True,True
Claire_Hentzen,Claire_Hentzen,True,True
Claire_Leger,Claire_Leger,True,True
Darren_Clarke,Darren_Clarke,True,False
David_Caraway,David_Caraway,True,True
David_Leahy,David_Leahy,True,True
Dick_Cheney,Dick_Cheney,True,True
Dick_Cheney,Dick_Cheney,True,True
Dick_Cheney,Dick_Cheney,True,True
Dick_Cheney,Dick_Cheney,True,True
Dino_de_Laurentis,Dino_de_Laurentis,True,True
Don_Nickles,Don_Nickles,True,False
Doris_Schroeder,Doris_Schroeder,True,True
Doris_Schroeder,Doris_Schroeder,True,True
Eduardo_Duhalde,Eduardo_Duhalde,True,True
Eduardo_Duhalde,Eduardo_Duhalde,True,True
Eduardo_Duhalde,Eduardo_Duhalde,True,True
Eduardo_Duhalde,Eduardo_Duhalde,True,True
Eduardo_Duhalde,Eduardo_Duhalde,True,False
Eduardo_Duhalde,Eduardo_Duhalde,True,True
Edwin_Edwards,Edwin_Edwards,True,True
Eric_Rosser,Eric_Rosser,True,True
Ernie_Eves,Ernie_Eves,True,True
Ernie_Fletcher,Ernie_Fletcher,True,True
Eva_Dimas,Eva_Dimas,True,True
Fernando_Vargas,Fernando_Vargas,True,False
Fernando_Vargas,Fernando_Vargas,True,True
Fernando_Vargas,Fernando_Vargas,True,True
Fernando_Vargas,Fernando_Vargas,True,False
Fernando_Vargas,Fernando_Vargas,True,True
Frank_Lautenberg,Frank_Lautenberg,True,True
George_HW_Bush,George_HW_Bush,True,False
George_HW_Bush,George_HW_Bush,True,False
George_HW_Bush,George_HW_Bush,True,False
George_HW_Bush,George_HW_Bush,True,True
George_HW_Bush,George_HW_Bush,True,True
Gisele_Bundchen,Gisele_Bundchen,True,True
Glafcos_Clerides,Glafcos_Clerides,True,True
Glafcos_Clerides,Glafcos_Clerides,True,True
Glafcos_Clerides,Glafcos_Clerides,True,True
Glafcos_Clerides,Glafcos_Clerides,True,True
Greg_Gilbert,Greg_Gilbert,True,False
Hashim_Thaci,Hashim_Thaci,True,True
Hassan_Wirajuda,Hassan_Wirajuda,True,True
Hector_Babenco,Hector_Babenco,True,True
Hector_Babenco,Hector_Babenco,True,True
Hideki_Matsui,Hideki_Matsui,True,True
Hillary_Clinton,Hillary_Clinton,True,True
Hillary_Clinton,Hillary_Clinton,True,True
Hillary_Clinton,Hillary_Clinton,True,True
Hillary_Clinton,Hillary_Clinton,True,True
Hillary_Clinton,Hillary_Clinton,True,True
Hisao_Oguchi,Hisao_Oguchi,True,True
Hitomi_Soga,Hitomi_Soga,True,True
Hitomi_Soga,Hitomi_Soga,True,False
Hitomi_Soga,Hitomi_Soga,True,True
Hitomi_Soga,Hitomi_Soga,True,True
JJ_Redick,JJ_Redick,True,True
Jean_Brumley,Jean_Brumley,True,True
Jean_Carnahan,Jean_Carnahan,True,True
Jeremy_Shockey,Jeremy_Shockey,True,True
Jerry_Regier,Jerry_Regier,True,True
Jerry_Regier,Jerry_Regier,True,True
Jerry_Springer,Jerry_Springer,True,True
Jerry_Springer,Jerry_Springer,True,True
Jessica_Lynch,Jessica_Lynch,True,True
Jiang_Zemin,Jiang_Zemin,True,True
Jiang_Zemin,Jiang_Zemin,True,True
Jiang_Zemin,Jiang_Zemin,True,True
Jiang_Zemin,Jiang_Zemin,True,True
Jiang_Zemin,Jiang_Zemin,True,True
Jim_Harrick,Jim_Harrick,True,True
Jiri_Novak,Jiri_Novak,True,True
Jiri_Novak,Jiri_Novak,True,True
Jiri_Novak,Jiri_Novak,True,True
Jiri_Novak,Jiri_Novak,True,True
Jiri_Novak,Jiri_Novak,True,True
Jiri_Novak,Jiri_Novak,True,True
Jiri_Novak,Jiri_Novak,True,True
Joe_Torre,Joe_Torre,True,True
Joe_Torre,Joe_Torre,True,True
John_Wolf,John_Wolf,True,True
Jonathan_Edwards,Jonathan_Edwards,True,True
Jonathan_Edwards,Jonathan_Edwards,True,True
Jonathan_Edwards,Jonathan_Edwards,True,True
Jonathan_Edwards,Jonathan_Edwards,True,True
Jonathan_Edwards,Jonathan_Edwards,True,True
Jonathan_Edwards,Jonathan_Edwards,True,True
Jose_Manuel_Durao_Barroso,Jose_Manuel_Durao_Barroso,True,True
Jose_Manuel_Durao_Barroso,Jose_Manuel_Durao_Barroso,True,True
Jose_Manuel_Durao_Barroso,Jose_Manuel_Durao_Barroso,True,True
Jose_Manuel_Durao_Barroso,Jose_Manuel_Durao_Barroso,True,False
Jose_Manuel_Durao_Barroso,Jose_Manuel_Durao_Barroso,True,True
Joseph_Biden,Joseph_Biden,True,True
Joseph_Biden,Joseph_Biden,True,True
Joseph_Biden,Joseph_Biden,True,True
Judi_Dench,Judi_Dench,True,False
Judy_Genshaft,Judy_Genshaft,True,True
Keanu_Reeves,Keanu_Reeves,True,False
Keanu_Reeves,Keanu_Reeves,True,False
Keanu_Reeves,Keanu_Reeves,True,False
Keanu_Reeves,Keanu_Reeves,True,False
Keanu_Reeves,Keanu_Reeves,True,False
Keira_Knightley,Keira_Knightley,True,True
Ken_Watanabe,Ken_Watanabe,True,False
Kieran_Prendergast,Kieran_Prendergast,True,True
King_Abdullah_II,King_Abdullah_II,True,True
King_Abdullah_II,King_Abdullah_II,True,True
King_Abdullah_II,King_Abdullah_II,True,False
King_Abdullah_II,King_Abdullah_II,True,True
Kirk_Ferentz,Kirk_Ferentz,True,False
Kurt_Busch,Kurt_Busch,True,True
Larry_Bowa,Larry_Bowa,True,True
Larry_Thompson,Larry_Thompson,True,True
Larry_Thompson,Larry_Thompson,True,True
Larry_Thompson,Larry_Thompson,True,True
Laura_Bush,Laura_Bush,True,True
Laura_Bush,Laura_Bush,True,True
Laura_Bush,Laura_Bush,True,True
Laura_Bush,Laura_Bush,True,True
Lauren_Hutton,Lauren_Hutton,True,True
Leslie_Ann_Woodward,Leslie_Ann_Woodward,True,True
Leslie_Moonves,Leslie_Moonves,True,True
Lyle_Vanclief,Lyle_Vanclief,True,True
Magui_Serna,Magui_Serna,True,True
Makhdoom_Amin_Fahim,Makhdoom_Amin_Fahim,True,True
Makhdoom_Amin_Fahim,Makhdoom_Amin_Fahim,True,True
Marc-Andre_Fleury,Marc-Andre_Fleury,True,True
Marco_Antonio_Barrera,Marco_Antonio_Barrera,True,True
Marco_Antonio_Barrera,Marco_Antonio_Barrera,True,True
Marie-Reine_Le_Gougne,Marie-Reine_Le_Gougne,True,True
Marieta_Chrousala,Marieta_Chrousala,True,True
Marieta_Chrousala,Marieta_Chrousala,True,True
Marieta_Chrousala,Marieta_Chrousala,True,True
Marina_Anissina,Marina_Anissina,True,True
Mark_Hamister,Mark_Hamister,True,False
Martha_Stewart,Martha_Stewart,True,True
Martha_Stewart,Martha_Stewart,True,True
Martha_Stewart,Martha_Stewart,True,True
Martha_Stewart,Martha_Stewart,True,True
Martha_Stewart,Martha_Stewart,True,True
Martin_Brodeur,Martin_Brodeur,True,True
Martin_McCauley,Martin_McCauley,True,True
Martin_Verkerk,Martin_Verkerk,True,True
Martin_Verkerk,Martin_Verkerk,True,True
Martin_Verkerk,Martin_Verkerk,True,True
Martina_McBride,Martina_McBride,True,True
Martina_McBride,Martina_McBride,True,True
Matt_Doherty,Matt_Doherty,True,True
Matt_Doherty,Matt_Doherty,True,True
Matt_Doherty,Matt_Doherty,True,True
Matthew_Perry,Matthew_Perry,True,False
Matthew_Perry,Matthew_Perry,True,True
Matthew_Perry,Matthew_Perry,True,False
Megawati_Sukarnoputri,Megawati_Sukarnoputri,True,True
Megawati_Sukarnoputri,Megawati_Sukarnoputri,True,True
Megawati_Sukarnoputri,Megawati_Sukarnoputri,True,True
Megawati_Sukarnoputri,Megawati_Sukarnoputri,True,True
Megawati_Sukarnoputri,Megawati_Sukarnoputri,True,False
Megawati_Sukarnoputri,Megawati_Sukarnoputri,True,True
Meghann_Shaughnessy,Meghann_Shaughnessy,True,False
Michael_Capellas,Michael_Capellas,True,True
Michael_Sullivan,Michael_Sullivan,True,False
Mike_Brey,Mike_Brey,True,True
Naji_Sabri,Naji_Sabri,True,False
Naji_Sabri,Naji_Sabri,True,True
Naji_Sabri,Naji_Sabri,True,True
Naji_Sabri,Naji_Sabri,True,True
Naji_Sabri,Naji_Sabri,True,True
Nanni_Moretti,Nanni_Moretti,True,True
Nastassia_Kinski,Nastassia_Kinski,True,True
Natalie_Coughlin,Natalie_Coughlin,True,True
Natalie_Coughlin,Natalie_Coughlin,True,True
Natalie_Coughlin,Natalie_Coughlin,True,True
Norah_Jones,Norah_Jones,True,False
Norah_Jones,Norah_Jones,True,True
Norah_Jones,Norah_Jones,True,True
Norah_Jones,Norah_Jones,True,True
Norah_Jones,Norah_Jones,True,True
Norm_Coleman,Norm_Coleman,True,True
Oscar_De_La_Hoya,Oscar_De_La_Hoya,True,True
Oscar_De_La_Hoya,Oscar_De_La_Hoya,True,True
Oscar_De_La_Hoya,Oscar_De_La_Hoya,True,True
Pascal_Lamy,Pascal_Lamy,True,True
Pat_Burns,Pat_Burns,True,True
Paul_McCartney,Paul_McCartney,True,True
Paul_McCartney,Paul_McCartney,True,True
Paul_Wellstone,Paul_Wellstone,True,True
Paul_Wellstone,Paul_Wellstone,True,True
Paul_Wellstone,Paul_Wellstone,True,False
Penelope_Cruz,Penelope_Cruz,True,True
Penelope_Cruz,Penelope_Cruz,True,True
Pete_Rose,Pete_Rose,True,False
Prince_Harry,Prince_Harry,True,True
Prince_Harry,Prince_Harry,True,True
Princess_Caroline,Princess_Caroline,True,True
Princess_Caroline,Princess_Caroline,True,False
Raquel_Welch,Raquel_Welch,True,True
Reggie_Miller,Reggie_Miller,True,True
Renee_Zellweger,Renee_Zellweger,True,True
Renee_Zellweger,Renee_Zellweger,True,True
Renee_Zellweger,Renee_Zellweger,True,True
Ricardo_Sanchez,Ricardo_Sanchez,True,True
Ricardo_Sanchez,Ricardo_Sanchez,True,True
Richard_Butler,Richard_Butler,True,True
Rubens_Barrichello,Rubens_Barrichello,True,True
Rubens_Barrichello,Rubens_Barrichello,True,False
Rubens_Barrichello,Rubens_Barrichello,True,True
Rubens_Barrichello,Rubens_Barrichello,True,True
Rubens_Barrichello,Rubens_Barrichello,True,True
Samira_Makhmalbaf,Samira_Makhmalbaf,True,True
Samuel_Waksal,Samuel_Waksal,True,False
Samuel_Waksal,Samuel_Waksal,True,True
Samuel_Waksal,Samuel_Waksal,True,True
Samuel_Waksal,Samuel_Waksal,True,False
Scott_McClellan,Scott_McClellan,True,True
Scott_McClellan,Scott_McClellan,True,False
Scott_McClellan,Scott_McClellan,True,True
Scott_Rudin,Scott_Rudin,True,True
Shane_Warne,Shane_Warne,True,True
Sheila_Wellstone,Sheila_Wellstone,True,True
Sheryl_Crow,Sheryl_Crow,True,True
Silvan_Shalom,Silvan_Shalom,True,False
Silvan_Shalom,Silvan_Shalom,True,True
Silvan_Shalom,Silvan_Shalom,True,True
Silvan_Shalom,Silvan_Shalom,True,False
Silvan_Shalom,Silvan_Shalom,True,True
Steve_Mariucci,Steve_Mariucci,True,True
Steve_Mariucci,Steve_Mariucci,True,True
Steven_Seagal,Steven_Seagal,True,True
Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,True,True
Taha_Yassin_Ramadan,Taha_Yassin_Ramadan,True,False
Tammy_Lynn_Michaels,Tammy_Lynn_Michaels,True,True
Theodore_Tweed_Roosevelt,Theodore_Tweed_Roosevelt,True,True
Theodore_Tweed_Roosevelt,Theodore_Tweed_Roosevelt,True,True
Theodore_Tweed_Roosevelt,Theodore_Tweed_Roosevelt,True,True
Tom_Crean,Tom_Crean,True,True
Tom_Crean,Tom_Crean,True,True
Tom_Crean,Tom_Crean,True,False
Tony_Bennett,Tony_Bennett,True,True
Torri_Edwards,Torri_Edwards,True,True
Tung_Chee-hwa,Tung_Chee-hwa,True,True
Tung_Chee-hwa,Tung_Chee-hwa,True,False
Tung_Chee-hwa,Tung_Chee-hwa,True,True
Vidar_Helgesen,Vidar_Helgesen,True,False
Warren_Buffett,Warren_Buffett,True,True
Warren_Buffett,Warren_Buffett,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wen_Jiabao,Wen_Jiabao,True,True
Wesley_Clark,Wesley_Clark,True,True
Yuri_Malenchenko,Yuri_Malenchenko,True,True
Abbas_Kiarostami,Fujio_Mitarai,False,True
Abdullah,Teresa_Heinz_Kerry,False,False
Abdullah,Samuel_Waksal,False,False
Abdullah,Julio_Cesar_Franco,False,True
Abid_Hamid_Mahmud_Al-Tikriti,Anjum_Hussain,False,True
Abid_Hamid_Mahmud_Al-Tikriti,Doris_Schroeder,False,False
Adam_Freier,Hillary_Clinton,False,False
Adam_Freier,Princess_Caroline,False,False
Adam_Freier,Regina_Ip,False,False
Alan_Ball,Kristin_Scott_Thomas,False,True
Alan_Ball,Yuri_Malenchenko,False,False
Albert_Costa,Gary_Barnett,False,False
Albert_Costa,John_Marburger,False,False
Albert_Costa,Wen_Jiabao,False,True
Alberta_Lee,Babe_Ruth,False,False
Alex_Popov,Kent_Rominger,False,False
Alex_Popov,Matthew_During,False,False
Ali_Khamenei,Roberto_Canessa,False,False
Amelia_Vega,Gina_Lollobrigida,False,False
Amelia_Vega,Jim_Harrick,False,False
Amy_Pascal,Eduardo_Duhalde,False,False
Amy_Pascal,Hank_Azaria,False,False
Amy_Pascal,John_Marburger,False,False
Amy_Redford,Roman_Coppola,False,False
Amy_Redford,Victor_Kraatz,False,True
Anderson_Varejao,Dennis_Oswald,False,False
Anderson_Varejao,Garth_Drabinsky,False,False
Andrei_Nikolishin,Angelica_Romero,False,False
Andrew_Bernard,Don_Nickles,False,False
Andrew_Bernard,Hassan_Wirajuda,False,True
Andrew_Bernard,Mark_Broxmeyer,False,True
Andrew_Fastow,Luca_Cordero_di_Montezemolo,False,False
Andrew_Fastow,Meghann_Shaughnessy,False,True
Andrew_Fastow,Tomas_Malik,False,False
Andrew_Luster,Eric_Rosser,False,False
Andrew_Luster,Jose_Manuel_Durao_Barroso,False,False
Andrew_Luster,Lisa_Murkowski,False,False
Anita_DeFrantz,Carla_Gay_Balingit,False,True
Anita_DeFrantz,Penny_Lancaster,False,False
Anjum_Hussain,David_Caraway,False,False
Anne_Cavers,James_Barksdale,False,False
Anne_Cavers,Stephen_Oake,False,False
Anthony_Hazen,Debra_Yang,False,False
Antonio_Catania,Barry_Bonds,False,False
Antonio_Catania,Taylyn_Solomon,False,True
Aretha_Franklin,Jean_Brumley,False,True
Aretha_Franklin,Teruaki_Masumoto,False,False
Art_Lopez,Diane_Lane,False,False
Arthur_Johnson,Selma_Phoenix,False,False
Arye_Mekel,Chung_Mong-joon,False,False
Arye_Mekel,Georgina_Papin,False,False
Babe_Ruth,Jim_Harrick,False,False
Babe_Ruth,Pete_Aldridge,False,False
Barry_Bonds,James_Barksdale,False,False
Barry_Bonds,Mickey_Sherman,False,True
Barry_Switzer,Jiang_Zemin,False,False
Barry_Switzer,Kirk_Ferentz,False,False
Bernard_Giraudeau,Keira_Knightley,False,False
Bernard_Landry,Stacey_Jones,False,False
Bernard_Landry,Sylvia_Plachy,False,False
Biljana_Plavsic,Kieran_Prendergast,False,False
Bill_Cartwright,Claude_Jorda,False,False
Bill_Lerach,Martin_Verkerk,False,False
Bob_Hope,Stanley_Ho,False,False
Bob_Hope,Micah_Knorr,False,False
Bob_Hope,Mitchell_Potter,False,False
Bob_Menendez,David_Caraway,False,True
Bob_Menendez,Lauren_Hutton,False,True
Bob_Riley,Danny_Ainge,False,True
Bob_Riley,Nastassia_Kinski,False,False
Bob_Riley,Sheila_Wellstone,False,False
Brad_Wilk,Phil_Cline,False,False
Brad_Wilk,Scott_Dalton,False,True
Brian_Grazier,Tomas_Malik,False,False
Brian_StPierre,Steve_Mariucci,False,False
Cari_Davis,Don_Henley,False,False
Cari_Davis,Mark_Broxmeyer,False,True
Carin_Koch,John_Banko,False,False
Carla_Gay_Balingit,Frank_Lautenberg,False,False
Carla_Gay_Balingit,Paula_Dobriansky,False,True
Carlos_Ruiz,Peter_Schultz,False,False
Carlos_Ruiz,Jennifer_Tilly,False,True
Carly_Fiorina,Peter_Ueberroth,False,False
Catherine_Woodard,Mike_Sweeney,False,True
Chan_Ho_Park,Xiang_Xu,False,False
Chance_Mock,Herb_Ritts,False,False
Chance_Mock,Shafal_Mosed,False,True
Chance_Mock,Simona_Hradil,False,True
Chance_Mock,Troy_Jenkins,False,False
Charles_Taylor,Tom_Curley,False,True
Chea_Sophara,John_Wolf,False,True
Chris_Cirino,Jen_Bice,False,False
Chris_Cirino,Mary_Lou_Markakis,False,False
Chris_Cirino,Peri_Gilpin,False,False
Christina_Sawaya,Greg_Gilbert,False,False
Chung_Mong-joon,David_Modell,False,False
Chung_Mong-joon,Luca_Cordero_di_Montezemolo,False,False
Chung_Mong-joon,Nick_Markakis,False,False
Chung_Mong-joon,John_Rusnak,False,False
Claire_Leger,David_Caraway,False,False
Claire_Leger,Jerry_Sexton,False,False
Claire_Leger,Nobuyuki_Idei,False,False
Clark_Randt,Katie_Boone,False,False
Clark_Randt,Marc-Andre_Fleury,False,False
Clemente_de_la_Vega,Ron_Gonzales,False,False
Colin_Campbell,Frank_Keating,False,False
Colin_Campbell,Jean_Carnahan,False,False
Colin_Campbell,Mitchell_Potter,False,True
Colleen_Atwood,Penelope_Cruz,False,False
Craig_Morgan,Matthew_McConaughey,False,True
Dan_Duquette,Paddy_Torsney,False,False
Daniel_Ortega,Norah_Jones,False,False
Daniel_Patrick_Moynihan,Eglis_Yaima_Cruz,False,False
Daniel_Patrick_Moynihan,Newton_Carlton_Slawson,False,True
Daniel_Rouse,Doris_Schroeder,False,False
Daniel_Rouse,Mike_Johanns,False,True
Daniell_Sunjata,Marc-Andre_Fleury,False,True
Danny_Ainge,Lee_Ann_Terlaji,False,False
David_Leahy,Jerry_Sexton,False,True
David_Scott_Morris,Valerie_Thwaites,False,False
David_Zeplowitz,Jerry_Springer,False,False
Dawn_Staley,Hasan_Wirayuda,False,False
Debra_Rose,Jonathan_Edwards,False,False
Debra_Yang,Hashim_Thaci,False,True
Debra_Yang,Yekaterina_Guseva,False,False
Denis_Fassou-Nguesso,William_Overlin,False,False
Derrick_Taylor,Giuseppe_Morchio,False,False
Derrick_Taylor,William_Overlin,False,True
Dick_Cheney,James_Murdoch,False,False
Dick_Cheney,Nobuyuki_Idei,False,False
Dick_Smothers,Yoon_Won-Sik,False,False
Dita_Von_Tesse,Mohammed_Al-Douri,False,False
Don_Henley,Ernie_Eves,False,True
Don_Henley,Gil_Cates,False,False
Don_Henley,Stephen_Frears,False,False
Don_Henley,Ziwang_Xu,False,True
Donald_Regan,John_Gruden,False,False
Doris_Schroeder,Joe_Mantegna,False,False
Eduardo_Duhalde,Paula_Dobriansky,False,False
Eduardo_Duhalde,Tab_Turner,False,True
Eduardo_Duhalde,James_Murdoch,False,False
Edward_Egan,Ernie_Fletcher,False,False
Edward_Johnson,Jessica_Capshaw,False,False
El_Hadji_Diouf,Hitomi_Soga,False,False
Emilio_Botin,Luca_Cordero_di_Montezemolo,False,False
Emilio_Botin,Robert_Hyatt,False,False
Enrique_Iglesias,Gisele_Bundchen,False,False
Eric_Bana,Mike_Sweeney,False,False
Eric_Bana,Tab_Turner,False,True
Eric_Benet,Mohammad_Mustapha_Miro,False,False
Eric_Rosser,Marc-Andre_Fleury,False,False
Eric_Rosser,Peter_Chan,False,False
Ernie_Eves,Hana_Makhmalbaf,False,False
Fernando_Vargas,Julio_Cesar_Franco,False,False
Fernando_Vargas,Martin_Verkerk,False,False
Flavia_Pennetta,Larry_Flynt,False,False
Flavia_Pennetta,Micah_Knorr,False,True
Flavia_Pennetta,Paul_Wellstone,False,False
Frank_Keating,Paul_McCartney,False,False
Frank_Lautenberg,Michael_Capellas,False,True
Frank_Lautenberg,Steve_Allee,False,False
Fujio_Mitarai,Harvey_Weinstein,False,False
Gabriella_Bo,Jeremy_Shockey,False,False
Gavyn_Arthur,Kevin_Hearn,False,False
Gavyn_Arthur,Lynne_Slepian,False,False
Gavyn_Arthur,Zahir_Shah,False,False
George_HW_Bush,George_Maxwell_Richards,False,False
George_HW_Bush,Penny_Lancaster,False,False
George_Maxwell_Richards,Reggie_Miller,False,False
Georgina_Papin,Mary_Lou_Retton,False,False
Georgina_Papin,Svend_Robinson,False,True
Gerry_Kelly,Keira_Knightley,False,False
Giannina_Facio,Peri_Gilpin,False,True
Gideon_Black,Kevin_Hearn,False,False
Gideon_Black,Shafal_Mosed,False,True
Gisele_Bundchen,Penny_Lancaster,False,True
Giuseppe_Morchio,Penny_Lancaster,False,False
Greg_Frers,Mohammed_Al-Douri,False,False
Greg_Gilbert,Mehmet_Ali_Sahin,False,False
Gregorio_Honasan,Jim_Schwarz,False,False
Gregorio_Honasan,Jonathan_Fine,False,False
Gregorio_Honasan,Matt_Doherty,False,False
Hama_Arba_Diallo,Zhang_Yimou,False,False
Hana_Makhmalbaf,Raquel_Welch,False,False
Hassan_Wirajuda,Scott_Dalton,False,False
Hector_Babenco,Talisa_Bratt,False,False
Herb_Ritts,Mark_Broxmeyer,False,False
Hugh_Campbell,Ken_Watanabe,False,False
Hugh_Campbell,Masamori_Tokuyama,False,False
Hugh_Campbell,Tom_Foy,False,True
Imran_Khan,Matt_Morris,False,False
Imran_Khan,Nancy_Humbert,False,True
Ivan_Lee,Jennifer_Furminger,False,False
James_Hallock,Robert_Beck,False,False
James_Murdoch,Martina_McBride,False,False
Jamie_Kellner,Tomas_Malik,False,False
Jamie_King,Lauren_Hutton,False,True
Jane_Fonda,Martha_Stewart,False,False
Janet_Leigh,Marianne_Stanley,False,True
Jaromir_Jagr,Troy_Jenkins,False,True
Jean_Brumley,Jim_Harrick,False,False
Jen_Bice,Judi_Dench,False,False
Jennifer_Furminger,Matthew_During,False,False
Jennifer_Tilly,Serge_Klarsfeld,False,False
Jennifer_Tilly,Stella_Tennant,False,False
Jeremy_Shockey,Robert_Beck,False,False
Jerry_Regier,Paulina_Rodriguez_Davila,False,False
Jerry_Regier,Lee_Hyung-taik,False,False
Jerry_Regier,Pete_Rose,False,False
Jessica_Capshaw,Penelope_Cruz,False,True
Jiang_Zemin,Michelangelo_Antonioni,False,False
Jiang_Zemin,Roman_Coppola,False,False
Jim_Sterk,Jonathan_Edwards,False,False
Jim_Sterk,Ken_Watanabe,False,False
Joey_Harrington,Nick_Price,False,False
John_Lynch,Michael_Sullivan,False,False
John_Robbins,Tom_Foy,False,False
John_Thune,Milan_Milutinovic,False,False
John_Velazquez,Marco_Antonio_Barrera,False,False
John_Velazquez,Tammy_Lynn_Michaels,False,False
John_Wolf,Prince_Harry,False,False
